userid,degree_1,degree_1_specializations,known_languages,key_skills,career_objective,key_skills_str
1429,B.E.,Computer Science Engineering,"['Java', 'AWS RDS']","['DBMS', ' Basic-Python', ' Java', ' Algorithm', ' Cryptography', ' Computer-Networks', ' C', ' CPP', ' Data-Structure', ' Open-CV', ' Machine-Learning', ' Operating-System']","To work in an Industry with a professional work driven environment where I can utilize and apply my knowledge, skills which would enable me as a fresh graduate to grow while fulfilling organizational goals.","DBMS,  Basic-Python,  Java,  Algorithm,  Cryptography,  Computer-Networks,  C,  CPP,  Data-Structure,  Open-CV,  Machine-Learning,  Operating-System"
1430,B.E.,Computer Science Engineering,['MySQL'],['Unknown'],Unknown,Unknown
1431,B.E.,Computer Science Engineering,['JQuery; C; Bootstrap; Java; AWS RDS; AWS Cloud Storage; Python; Javascript; Django; Frontend-Developement; Backebd-Developement; HTML; AWS EC2 Cloud; Android; PHP; Angular; CSS'],"['Java', ' RDBMS', ' NoSQL', ' Data Structures', ' Networking', ' Electronics', ' Exploit-Making-(intermediate)', ' Android', ' Linux Administration', ' Python', ' Javascript', ' HTML', ' CSS', ' UI Development', ' Bash', ' Apache-Servers', ' Bootstrap', ' Django', ' Shell-Scripting', ' VMware', ' Cloud Computing', ' Amazon Web Services (AWS)', ' Web Development', ' PHP']","I love to develop objects out of my imagination. Interested in automation and have done a lot of small and medium automation using IOT scripting/python etc. I also love to exploit systems for learning about security loops, I practice ethical hacking in virtual labs available online. Also familiar with a bunch of programming languages and software.","Java,  RDBMS,  NoSQL,  Data Structures,  Networking,  Electronics,  Exploit-Making-(intermediate),  Android,  Linux Administration,  Python,  Javascript,  HTML,  CSS,  UI Development,  Bash,  Apache-Servers,  Bootstrap,  Django,  Shell-Scripting,  VMware,  Cloud Computing,  Amazon Web Services (AWS),  Web Development,  PHP"
1432,B.E.,Computer Science Engineering,"['Neural Networks', 'Java']",['Unknown'],Unknown,Unknown
1433,B.E.,Computer Science Engineering,"['', 'CPP', 'C']","['JQuery', ' PHP.', ' JAVA', ' Javascript', ' CPP', ' HTML', ' MySQL', ' Android', ' CSS']",To work for an organization which provides me the opportunity to improve my skills and knowledge to grow along with the organization.,"JQuery,  PHP.,  JAVA,  Javascript,  CPP,  HTML,  MySQL,  Android,  CSS"
1434,B.E.,Computer Science Engineering,['Neural Networks; Voice-Recognition;'],"['Java', ' Linux', ' Python', ' Bootstrap', ' CPP', ' Android-Development', ' MySQL', ' Critical-Thinking']",To be able to apply and enhance my knowledge in the field of machine learning in a challenging environment.,"Java,  Linux,  Python,  Bootstrap,  CPP,  Android-Development,  MySQL,  Critical-Thinking"
1435,B.E.,Computer Science Engineering,"['Java', 'Linux']",['Unknown'],"To work in industry with professional work driven environment where I can utilise and apply my knowledge,skills which would enable me as fresh graduate to grow while fulfilling organisational goals.",Unknown
1436,B.E.,Computer Science Engineering,['Neural Networks; Voice-Recognition;'],['Unknown'],Unknown,Unknown
1437,B.E.,Computer Science Engineering,"['CPP', 'C']","['java', ' OOPs', ' CPP', ' MySQL']",Unknown,"java,  OOPs,  CPP,  MySQL"
1438,B.E.,Computer Science Engineering,['AWS RDS; AWS Cloud Storage; Python;'],['Unknown'],Unknown,Unknown
1439,B.E.,Computer Science Engineering,['PLC-Programming; Neural Networks; Voice-Recognition; Python; Image-Processing; Machine Learning; OpenCV; GTTs'],['Unknown'],A work in competitive and challenging environment with opportunity to rise and grow where I can make use my personal attribute for the betterment of the organization.,Unknown
1440,B.E.,Computer Science Engineering,['Voice-Recognition; Python; Image-Processing'],"['c', ' core-java', ' basic-android', ' CPP', ' basic-python', ' mysql']",To work with maximum potential in a challenging and dynamic environment with an opportunity of working with diverse group of people and enhancing my professional skills with learning and experience to career growth,"c,  core-java,  basic-android,  CPP,  basic-python,  mysql"
1442,B.E.,Computer Science Engineering,['PLC-Programming; Neural Networks; Voice-Recognition; Python; Image-Processing; Machine Learning; OpenCV; GTTs'],['Unknown'],Unknown,Unknown
1443,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1444,B.E.,Computer Science Engineering,['AWS RDS; AWS Cloud Storage; Python;'],"['Python', ' Android', ' java', ' Web-Development', ' Machine-Learning']",Learn new things and apply them to solve real world problems,"Python,  Android,  java,  Web-Development,  Machine-Learning"
1445,B.E.,Computer Science Engineering,['Neural Networks; Voice-Recognition;'],"['Management', ' JAVA', ' HTML', ' Python', ' Communication', ' Extremely-Organized', ' Leadership', ' Presentation-Skill', ' MySQL', ' PHP', ' CSS']",Unknown,"Management,  JAVA,  HTML,  Python,  Communication,  Extremely-Organized,  Leadership,  Presentation-Skill,  MySQL,  PHP,  CSS"
1446,B.E.,Computer Science Engineering,"['Neural Networks', 'Java']",['Unknown'],Unknown,Unknown
1448,B.E.,Computer Science Engineering,"[' java; NodeJS;HTML', 'MS-SQL']","['python', ' android', ' java', ' CPP']","Proficient in CPP, java, python. Specialised in Android and Java. Released 2 android applications in play store throughout BE which are largely successful. Highly proficient in touch typing.","python,  android,  java,  CPP"
1449,B.E.,Computer Science Engineering,['Neural Networks; Voice-Recognition;'],"['Java', ' MongoDB', ' Selenium-Scripting', ' HTML', ' CPP', ' MySQL', ' CSS']","Well turned Computer Learner, with good brain state. Looking to work in a firm to support technical projects across the organization using my academic skills and experience of preparing strategic plans and a technical expertise developed by working for numerous projects throughout graduation. I want you to appoint me as I want an opportunity to brush up my talent with your forms and techniques. Im very adaptable and dont get thrown off, and balance in crisis.","Java,  MongoDB,  Selenium-Scripting,  HTML,  CPP,  MySQL,  CSS"
1450,B.E.,Computer Science Engineering,['Voice-Recognition; Python; Image-Processing'],"['CPP', ' C', ' HTML', ' Java', ' SQL']",Student seeking  and experience in corporate world,"CPP,  C,  HTML,  Java,  SQL"
1451,B.E.,Computer Science Engineering,"['Neural Networks', 'Java']","['Java', ' Visual-Basic', ' CPP', ' MySQL']",To get a good job in an esteemed company where my knowledge and academic background can be utilized for the best interests of the company.,"Java,  Visual-Basic,  CPP,  MySQL"
1452,B.E.,Computer Science Engineering,['Neural Networks; Voice-Recognition;'],"['Java', ' Bootstrap', ' HTML', ' MySql', ' Android', ' PHP', ' CSS']",My career objective is to work in my field that is in IT sectors and to gain knowledge of new emerging technology. I love to code and develop softwares and websites so i want to grow up as Developer but Ready to Choose any field im Open to everything.,"Java,  Bootstrap,  HTML,  MySql,  Android,  PHP,  CSS"
1453,B.E.,Computer Science Engineering,['Voice-Recognition; Python; Image-Processing'],['CPP'],Unknown,CPP
1454,B.E.,Computer Science Engineering,"['CPP', 'C']",['Unknown'],Unknown,Unknown
1455,B.E.,Computer Science Engineering,['PLC-Programming; Neural Networks; Voice-Recognition; Python; Image-Processing; Machine Learning; OpenCV; GTTs'],['Unknown'],Unknown,Unknown
1456,B.E.,Computer Science Engineering,['Voice-Recognition; Python; Image-Processing'],['Unknown'],Unknown,Unknown
1457,B.E.,Computer Science Engineering,['java; NodeJS; HTML;  MS-SQL'],['Unknown'],Unknown,Unknown
1458,B.E.,Computer Science Engineering,['Voice-Recognition; Python; Image-Processing'],['Unknown'],Unknown,Unknown
1459,B.E.,Computer Science Engineering,['Unknown'],"['c', ' Java', ' CPP', ' HTML', ' sql', ' CSS']",To work with maximum potential in a challenging and dynamic environment where I can efficiently use my skills for the growth of the organization and to serve the society.,"c,  Java,  CPP,  HTML,  sql,  CSS"
1460,B.E.,Computer Science Engineering,"['CPP', 'C']",['Unknown'],Unknown,Unknown
1461,B.E.,Computer Science Engineering,"['CPP', 'C']","['Java', ' System-programming', ' CPP', ' Jsp', ' Tcp-udp-programming', ' Html-&-css']","I have often found myself solving real-time problems efficiently(my solutions are optimal and realistic in approach) under time pressure. Along with problem solving  I have very good one-to-one communication skills. I feel, I can understand a persons way of thinking after few conversations.","Java,  System-programming,  CPP,  Jsp,  Tcp-udp-programming,  Html-&-css"
1462,B.E.,Computer Science Engineering,['Voice-Recognition; Python; Image-Processing'],['Unknown'],Unknown,Unknown
1463,B.E.,Computer Science Engineering,['Neural Networks; Voice-Recognition'],"['C', ' NETWORKING', ' OPERATING-SYSTEM', ' CPP']",Unknown,"C,  NETWORKING,  OPERATING-SYSTEM,  CPP"
1464,B.E.,Computer Science Engineering,[' Android-Studio; Blockchain'],"['C', ' Java', ' Python', ' MongoDB', ' Javascript', ' CPP', ' Machine Learning', ' HTML', ' MySQL', ' Android']","
I wish to give my best in development of organization with personal growth. 
I am always highly motivated and ready to face any challenge.","C,  Java,  Python,  MongoDB,  Javascript,  CPP,  Machine Learning,  HTML,  MySQL,  Android"
1465,B.E.,Computer Science Engineering,"['Algorithms; Deep-learning', '; Android; EEG']","['C', ' MS-powerpoint', ' java', ' CPP', ' MS-excel', ' LAN', ' TCP', ' Server', ' CCNA', ' SQL', ' Router', ' Sockets']",To effectively utilize my skills in the field of engineering for the development of myself and for the company in which i am working with utmost dedication. I hereby declare that the above information is true and to the best of my knowledge.,"C,  MS-powerpoint,  java,  CPP,  MS-excel,  LAN,  TCP,  Server,  CCNA,  SQL,  Router,  Sockets"
1466,B.E.,Computer Science Engineering,['Machine Learning; OpenCV; GTTs'],['Unknown'],Unknown,Unknown
1467,B.E.,Computer Science Engineering,['PLC-Programming; Neural Networks;'],['Unknown'],Unknown,Unknown
1468,B.E.,Computer Science Engineering,['PLC-Programming; Neural Networks; Voice-Recognition; Python; Image-Processing; Machine Learning; OpenCV; GTTs'],"['c', ' NETWORKING', ' python', ' DBMS', ' CPP', ' OPERATING-SYSTEM']",To obtain a challenging position in a high quality ,"c,  NETWORKING,  python,  DBMS,  CPP,  OPERATING-SYSTEM"
1469,B.E.,Computer Science Engineering,"['CPP', 'C']","['Html', ' java', ' CPP', ' Mysql']",Unknown,"Html,  java,  CPP,  Mysql"
1470,B.E.,Computer Science Engineering,"['Algorithms; Deep-learning', '; Android; EEG']",['Unknown'],Unknown,Unknown
1471,B.E.,Computer Science Engineering,"['Algorithms; Deep-learning', '; Android; EEG']",['Unknown'],Unknown,Unknown
1472,B.E.,Computer Science Engineering,"['CPP', 'C']","['Photoshop', ' C', ' Computer-Networking', ' Data-Structures', ' CPP', ' HTML', ' OOP', ' SQL', ' CSS']","As a new person in the company, I will try to understand the the nature of the work with the help of my seniors. Whatever knowledge I have accumulated regarding my job, I will try to implement it in my job. If I have any innovative ideas regarding my job, I will share those with my seniors. This perspective will help me to achieve the appreciation and recognition in the company.","Photoshop,  C,  Computer-Networking,  Data-Structures,  CPP,  HTML,  OOP,  SQL,  CSS"
1473,B.E.,Computer Science Engineering,"['Hackerrank; Brain-computer-Interface; Game-Theory; CPP; Data-Structures; Algorithms; Deep-learning', '; Android; EEG']","['Image-Procssing', ' Data-Analysis', ' Arduino', ' Data-Structures', ' Robotics', ' AWS', ' CPP', ' React', ' Python', ' FireBase', ' Machine-Learning', ' Android', ' Deep-Learning']","Highly motivated, fast-paced  Computer Engineering graduate, looking to fill a position as a developer and researcher. With the eagerness to learn new technologies, willing to use strong coding skills and team ethics to help the company grow in innovation, upcoming trends and challenges.","Image-Procssing,  Data-Analysis,  Arduino,  Data-Structures,  Robotics,  AWS,  CPP,  React,  Python,  FireBase,  Machine-Learning,  Android,  Deep-Learning"
1474,B.E.,Computer Science Engineering,['Game-Theory; CPP; Data-Structures'],['Unknown'],Unknown,Unknown
1475,B.E.,Computer Science Engineering,['Machine Learning; OpenCV; GTTs'],['Unknown'],Unknown,Unknown
1476,B.E.,Computer Science Engineering,"['Algorithms; Deep-learning', '; Android; EEG']","['c', ' java', ' Javascript', ' CPP', ' HTML', ' Android', ' PHP', ' Angular', ' CSS']",Looking for an job opportunity in a company where I could learn under working professional to gain knowledge and improvement of my skills by giving some input to the company.,"c,  java,  Javascript,  CPP,  HTML,  Android,  PHP,  Angular,  CSS"
1477,B.E.,Computer Science Engineering,"['CPP', 'C']",['Unknown'],Unknown,Unknown
1478,B.E.,Computer Science Engineering,[' java; NodeJS; jav; HTML; MS-SQL'],['Unknown'],Unknown,Unknown
1479,B.E.,Computer Science Engineering,['Java CPP'],"['C', ' Java', ' mongo', ' CPP', ' mysql']","1. Good Communication skills,Well  versed with C,CPP,Java
","C,  Java,  mongo,  CPP,  mysql"
1480,B.E.,Computer Science Engineering,['Hackerrank; Brain-computer-Interface'],['Unknown'],Unknown,Unknown
1481,B.E.,Computer Science Engineering,['Machine Learning; OpenCV; GTTs'],"['c', ' JAVA', ' DBMS', ' CPP', ' HTML', ' SOFTWARE-TESTING', ' oop', ' css']","To have a growth oriented and challenging career, where I can contribute my knowledge and skills to   the Organization and enhance my experience through continuous learning and teamwork.","c,  JAVA,  DBMS,  CPP,  HTML,  SOFTWARE-TESTING,  oop,  css"
1482,B.E.,Computer Science Engineering,"['Java', 'CPP']",['Unknown'],Unknown,Unknown
1483,B.E.,Computer Science Engineering,['EDS;  java; NodeJS; HTML; MS-SQL'],['Unknown'],Unknown,Unknown
1484,B.E.,Computer Science Engineering,"['C', 'CPP']",['Unknown'],Unknown,Unknown
1485,B.E.,Computer Science Engineering,['EDS;  java; NodeJS; HTML; MS-SQL'],['Unknown'],Unknown,Unknown
1486,B.E.,Computer Science Engineering,['PLC-Programming; Neural Networks; Voice-Recognition; Python; Image-Processing; Machine Learning; OpenCV; GTTs'],"['Java', ' JAVASCRIPT', ' CPP', ' HTML', ' MySQL', ' Android', ' PHP', ' CSS']",Unknown,"Java,  JAVASCRIPT,  CPP,  HTML,  MySQL,  Android,  PHP,  CSS"
1487,B.E.,Computer Science Engineering,"['CPP ', ' Java', ' HTML', ' JavaScript']",['Unknown'],I have worked in British Council as a freelancer for the CFA exam.,Unknown
1488,B.E.,Computer Science Engineering,"['CPP', 'C']","['Python', ' CPP', ' Data-structures', ' Leadership', ' Machine-Learning', ' Problem-Solving', ' GPS']",My objective is to accelerate my learning curve as i grow. I want to gain more and more knowledge derived from use cases. I want to utilize my Leadership quality and make changes around me that will create positive impact. I feel intellectual side of computer engineering has the power to put our civilization at a higher level. I want to learn and grow with computer technology so that someday i can make an impact-full contribution to mankind.,"Python,  CPP,  Data-structures,  Leadership,  Machine-Learning,  Problem-Solving,  GPS"
1489,B.E.,Computer Science Engineering,['Java CPP'],['Unknown'],Unknown,Unknown
1490,B.E.,Computer Science Engineering,[' java; NodeJS; jav; HTML; MS-SQL'],['Unknown'],Unknown,Unknown
1492,B.E.,Computer Science Engineering,"['Java', 'CPP']",['Unknown'],Unknown,Unknown
1493,B.E.,Computer Science Engineering,['EDS;  java; NodeJS; HTML; MS-SQL'],['Unknown'],Unknown,Unknown
1494,B.E.,Computer Science Engineering,"['Python', 'C']","['C', ' JAVA', ' Javascript', ' CPP', ' HTML', ' MYSQL', ' Android', ' PHP', ' CSS']","MY LIFE PHILOSOPHY:
1.Trust is a two way street.
2.I want to work hard until I dont need to introduce myself.","C,  JAVA,  Javascript,  CPP,  HTML,  MYSQL,  Android,  PHP,  CSS"
1495,B.E.,Computer Science Engineering,[' java; NodeJS; HTML; MS-SQL'],['Unknown'],Unknown,Unknown
1496,B.E.,Computer Science Engineering,"['Java ', 'C']",['Unknown'],Unknown,Unknown
1497,B.E.,Computer Science Engineering,"['Java ', 'C']",['Unknown'],To pursue a challenging career and be a part of progressive organization that gives a scope to enhance my knowledge and utilizing my skills towards the growth of the organization.,Unknown
1498,B.E.,Computer Science Engineering,"['Python', 'CPP']","['C', ' HTML&CSS', ' Operating-System', ' CPP', ' MySQL']",Unknown,"C,  HTML&CSS,  Operating-System,  CPP,  MySQL"
1499,B.E.,Computer Science Engineering,"['Java ', 'CPP']","['C', ' Java', ' CPP', ' MySQl']","To pursue a challenging and rewarding career in an organisation which can provide me competitive and professional environment, whereby my skills along with academic background and experience will be utilised for mutual benefits.","C,  Java,  CPP,  MySQl"
1500,B.E.,Computer Science Engineering,[' java; NodeJS; HTML; MS-SQL'],['Unknown'],Unknown,Unknown
1501,B.E.,Computer Science Engineering,[' Android-Studio; Blockchain'],['Unknown'],Unknown,Unknown
1502,B.E.,Computer Science Engineering,[' java; NodeJS; HTML; MS-SQL'],['Unknown'],Unknown,Unknown
1503,B.E.,Computer Science Engineering,[' Android-Studio; Blockchain'],['Unknown'],Unknown,Unknown
1504,B.E.,Computer Science Engineering,['Github; Java; Cryptography; Opensource_Intelligence; Blockchain; EDS; Remedy; Innovation-Studio; VAPT; AnjularJS'],"['Wireless-Security', ' Networking', ' Cognitive-Radio', ' Blockchain', ' Entrepreneurship', ' Appsec', ' VAPT', ' Web-Application', ' Content-writing']","A hard-working student who is driven and can meet strict deadlines. Seeking to apply my strategic analytical skills and ensuring technical security planning, testing, verification and risk analysis. Capable of defining, deployment and monitoring risk management, compliance, and information security programs while at the same time, enrich my knowledge and skills.","Wireless-Security,  Networking,  Cognitive-Radio,  Blockchain,  Entrepreneurship,  Appsec,  VAPT,  Web-Application,  Content-writing"
1505,B.E.,Computer Science Engineering,[' Android-Studio; Blockchain'],['Unknown'],Unknown,Unknown
1506,B.E.,Computer Science Engineering,"['Python', 'CPP']",['Unknown'],Unknown,Unknown
1507,B.E.,Computer Science Engineering,"['Java ', 'CPP']","['C', ' HTML', ' Java', ' CPP', ' DataBase']",Unknown,"C,  HTML,  Java,  CPP,  DataBase"
1508,B.E.,Computer Science Engineering,"['Python', 'CPP']",['Unknown'],Unknown,Unknown
1509,B.E.,Computer Science Engineering,[' Android-Studio; Blockchain'],['Unknown'],"B.E. Computer Engineering (Last year) student at MIT College of Engineering, Pune with interest in advanced computing domains, specifically AI, looking for a job at reputed company for gaining professional experience.",Unknown
1510,B.E.,Computer Science Engineering,"['Python', 'CPP']","['Team-Player', ' Time-Management', ' Management', ' Microsoft-Excel', ' Python', ' Committed', ' Tableau', ' CPP', ' Leadership', ' WordPress', ' SQL', ' Problem-Solving']","To achieve career growth through a continuous learning process, keep myself dynamic and adaptable to the changing scenario of the industry and to contribute for the growth of the organization.","Team-Player,  Time-Management,  Management,  Microsoft-Excel,  Python,  Committed,  Tableau,  CPP,  Leadership,  WordPress,  SQL,  Problem-Solving"
1511,B.E.,Computer Science Engineering,"['Java', 'CPP']",['Unknown'],Unknown,Unknown
1512,B.E.,Computer Science Engineering,"['Python', 'CPP']",['Unknown'],Unknown,Unknown
1513,B.E.,Computer Science Engineering,[' java; NodeJS; jav; HT; AIML; CS; MS-SQL'],['Unknown'],Unknown,Unknown
1514,B.E.,Computer Science Engineering,"['java', 'image processing']",['Unknown'],Unknown,Unknown
1515,B.E.,Computer Science Engineering,"['Java', 'CPP']","['Mongodb', ' Java', ' CPP', ' Sql']",To pursue a challenging career and be a part of progressive organisation that gives a scope to enhance my knowledge and utilising my skills towards the growth of the organisation.,"Mongodb,  Java,  CPP,  Sql"
1516,B.E.,Computer Science Engineering,['Github; Java; Cryptography; Opensource_Intelligence; Blockchain; EDS;  java; NodeJS; HTML; MS-SQL'],"['HTML', ' JA', ' CPP']",To secure a position where I can efficiently contribute my skills and abilities to the growth of the organization and build my professional career.,"HTML,  JA,  CPP"
1517,B.E.,Computer Science Engineering,"['python', 'C']","['Sketch', ' Java', ' mongoDB', ' Javascript', ' C', ' CPP', ' Html', ' mySQL', ' Angular', ' CSS', ' Draw.io']",Unknown,"Sketch,  Java,  mongoDB,  Javascript,  C,  CPP,  Html,  mySQL,  Angular,  CSS,  Draw.io"
1518,B.E.,Computer Science Engineering,"['Image processing', 'C']",['Unknown'],Unknown,Unknown
1519,B.E.,Computer Science Engineering,"[' java; NodeJS; java', 'HTML; CS; MS-SQL']",['Unknown'],Unknown,Unknown
1520,B.E.,Computer Science Engineering,[' java; NodeJS;'],['Unknown'],Unknown,Unknown
1521,B.E.,Computer Science Engineering,"['Python', 'Cpp']","['c', ' core-java', ' CPP', ' basic python', ' HTML', ' mysql', ' css']",Unknown,"c,  core-java,  CPP,  basic python,  HTML,  mysql,  css"
1522,B.E.,Computer Science Engineering,[' java; NodeJS;'],['Unknown'],Unknown,Unknown
1523,B.E.,Computer Science Engineering,['Github; Java; Cryptography; Opensource_Intelligence; Blockchain; EDS; Remedy; Innovation-Studio; VAPT; AnjularJS'],['Unknown'],Unknown,Unknown
1524,B.E.,Computer Science Engineering,"['Javascript', 'Python']",['Unknown'],Unknown,Unknown
1525,B.E.,Computer Science Engineering,['Github; Java; Cryptography; '],['Unknown'],Unknown,Unknown
1526,B.E.,Computer Science Engineering,['MatLab; JavaS; CSS'],['Unknown'],Unknown,Unknown
1527,B.E.,Computer Science Engineering,['NodeJS; HTML; MS-SQL'],['Unknown'],Unknown,Unknown
1528,B.E.,Computer Science Engineering,"['Java', 'CPP']","['C', ' HTML', ' CSS', ' CPP', ' MySQL']",Aspiring to work with an organization that offers responsible position where I can utilize my skills and capabilities to carve a niche for myself and effectively deliver towards contributing to the organizations aspirations and also enhance my personal growth through continual upgrading of knowledge.,"C,  HTML,  CSS,  CPP,  MySQL"
1529,B.E.,Computer Science Engineering,[' java; NodeJS; HTML; MS-SQL'],"['CPP', ' Python', ' HTML', ' Java', ' MySQL']",Unknown,"CPP,  Python,  HTML,  Java,  MySQL"
1530,B.E.,Computer Science Engineering,['MatLab; JavaS; CSS'],['Unknown'],Unknown,Unknown
1531,B.E.,Computer Science Engineering,['java; NodeJS; jav; HTML; MS-SQL'],"['OS-Development', ' Kernel-Development', ' C', ' Android-App-Development', ' Data-Structures', ' CPP', ' Python', ' HTML', ' Algorithms', ' Java', ' CSS']","To pursue a challenging career and be a part of progressive organization that
gives a scope to enhance my knowledge and utilizing my skills towards the
growth of the organization and for the betterment of humanity.","OS-Development,  Kernel-Development,  C,  Android-App-Development,  Data-Structures,  CPP,  Python,  HTML,  Algorithms,  Java,  CSS"
1532,B.E.,Computer Science Engineering,['MatLab; JavaS; CSS'],"['Learn-and-work-on-new-technology-and-concepts.', ' Adapt-to-new-Environment.', ' Good-Listening-and-Communication-Skills.', ' Honest-and-reliable.', ' Work-in-team-as-leader-as-well-as-member.']","To associate with a vibrant organization, to fully utilize my knowledge, skills and contribute to the overall growth of the organization.","Learn-and-work-on-new-technology-and-concepts.,  Adapt-to-new-Environment.,  Good-Listening-and-Communication-Skills.,  Honest-and-reliable.,  Work-in-team-as-leader-as-well-as-member."
1533,B.E.,Computer Science Engineering,"['Javascript', 'Python']","['HTML', ' Java', ' MySQL']",Unknown,"HTML,  Java,  MySQL"
1534,B.E.,Computer Science Engineering,['MatLab; JavaS; CSS'],['Unknown'],"Looking for a challenging role in a reputable organization to utilize my technical, database, and management skills for the growth of the organization as well as to enhance my knowledge about new and emerging trends in the IT sector.",Unknown
1535,B.E.,Computer Science Engineering,['java; NodeJS; jav; HTML; MS-SQL'],"['C', ' JAVA', ' CPP', ' HTML', ' MYSQL', ' ORACLE', ' JA', ' CSS']",Unknown,"C,  JAVA,  CPP,  HTML,  MYSQL,  ORACLE,  JA,  CSS"
1536,B.E.,Computer Science Engineering,['MatLab; JavaS; CSS'],"['Java', ' HTML', ' CPP', ' R', ' MatLab', ' JavaS', ' CSS']","I am inclined towards interdisciplinary learning. I want to apply my knowledge of computer engineering along with knowledge of psychology, music and other fields to make interesting applications which have a profound impact in the technology sector. I would like to work in fields like genomics, NLP, brain-computer-interface in my future career path.","Java,  HTML,  CPP,  R,  MatLab,  JavaS,  CSS"
1537,B.E.,Computer Science Engineering,"['java', 'CPP']","['Android', ' Javascript', ' Java', ' CPP']","Basically my interest is in technical field and so want to get placed in a good and esteemed Software company.
Work hard and achieve all my dreams and take my college and family name at top.","Android,  Javascript,  Java,  CPP"
1538,B.E.,Computer Science Engineering,['MatLab; JavaS; CSS'],"['C', ' HTML', ' Java', ' CPP', ' MySQL']",Unknown,"C,  HTML,  Java,  CPP,  MySQL"
1539,B.E.,Computer Science Engineering,"['Java', 'python']",['Unknown'],Unknown,Unknown
1540,B.E.,Computer Science Engineering,['MatLab; JavaS; CSS'],['Unknown'],Unknown,Unknown
1541,B.E.,Computer Science Engineering,['MatLab; JavaS; CSS'],['Unknown'],Unknown,Unknown
1542,B.E.,Computer Science Engineering,['Github; Java; Cryptography; Opensource_Intelligence; Blockchain; EDS; Remedy; Innovation-Studio; VAPT; AnjularJS'],"['Operating System: Linux Ubuntu 16.04', ' Operating System: Windows 10', ' Microsoft Office']",Work for an organization which provides me the opportunity to improve my skills and knowledge to grow along with the organization objective,"Operating System: Linux Ubuntu 16.04,  Operating System: Windows 10,  Microsoft Office"
1543,B.E.,Computer Science Engineering,['MatLab; JavaS; CSS'],['Unknown'],Unknown,Unknown
1544,B.E.,Computer Science Engineering,"['Javascript', 'Python']",['Unknown'],Unknown,Unknown
1545,B.E.,Computer Science Engineering,['java; NodeJS; jav; HTML; MS-SQL'],"['HTML', ' CSS', ' CPP']","My personal strengths are- positive attitude and as a engineer I would like to accept challenges.
","HTML,  CSS,  CPP"
1546,B.E.,Computer Science Engineering,[' Android-Studio; Blockchain'],"['MongoDB', ' VHDL', ' C/CPP', ' NodeJS', ' Python', ' Kotlin', ' JavaScript', ' JS', ' Yacc', ' Oracle', ' HTML', ' CSS', ' AngularJS', ' MySQL', ' Lex', ' Java', ' PHP', ' Assembly-Language']",To touch the zenith of career by converting my knowledge into fruitful results and to work in cutting-edge competitive industry and challenging work environment to conduce the best of my ability towards the growth and development of the organisation.,"MongoDB,  VHDL,  C/CPP,  NodeJS,  Python,  Kotlin,  JavaScript,  JS,  Yacc,  Oracle,  HTML,  CSS,  AngularJS,  MySQL,  Lex,  Java,  PHP,  Assembly-Language"
1547,B.E.,Computer Science Engineering,"['Javascript', 'Python']",['Unknown'],Unknown,Unknown
1548,B.E.,Computer Science Engineering,['MatLab; JavaS; CSS'],['Unknown'],Unknown,Unknown
1549,B.E.,Computer Science Engineering,['B; java; NodeJS; jav; HT; AIML; CS; MS-SQL'],['Unknown'],Unknown,Unknown
1550,B.E.,Computer Science Engineering,"['Javascript', 'Python']","['C', ' Java', ' OOP', ' CPP', ' SQL']",To secure a position where I can efficiently contribute my skills and abilities to the growth of the organization and build my professional career.,"C,  Java,  OOP,  CPP,  SQL"
1551,B.E.,Computer Science Engineering,"['Javascript', 'Python']","['HTML', ' Java', ' CPP', ' CSS', ' SQL']",Unknown,"HTML,  Java,  CPP,  CSS,  SQL"
1552,B.E.,Computer Science Engineering,"['Java', 'CPP']",['Unknown'],Unknown,Unknown
1553,B.E.,Computer Science Engineering,[' java; NodeJS; HTML; MS-SQL'],"['C', ' DBMS', ' CPP', ' COMPUTER-NETWORK', ' ARTIFICIAL-INTELLIGENCE']","CAREER OBJECTIVE: TO WORK IN AN INDUSTRY WITH A PROFESSIONAL WORK DRIVEN ENVIROMENT WHERE I CAN UTILIZE AND APPLY MY KNOWLEDGE , SKILLS, WHICH WOULD ENABLE ME AS A FRESH GRADUATE TO GROW WHILE FULFILLING ORGANIZATIONAL GOALS.","C,  DBMS,  CPP,  COMPUTER-NETWORK,  ARTIFICIAL-INTELLIGENCE"
1554,B.E.,Computer Science Engineering,['NodeJS; HTML; MS-SQL'],['Unknown'],Unknown,Unknown
1555,B.E.,Computer Science Engineering,['Web-Developement; HTML; Bootstrap-4; CSS'],"['Java', ' Python', ' Bootstrap', ' CPP', ' HTML', ' MS-Office', ' MySQL', ' CSS']","Ardent and zestful Computer Science and Engineering student seeking a job or research opportunity which would allow me to utilize my strong research, programming, analytical and design skills and strategies to satisfy the requirement at your company and to further enhance and develop my abilities.","Java,  Python,  Bootstrap,  CPP,  HTML,  MS-Office,  MySQL,  CSS"
1556,B.E.,Computer Science Engineering,[' Android-Studio; Blockchain'],"['Python', ' Core-Java', ' CPP', ' SQL']","To utilize my technical skills for achieving the target and developing the best performance in the organization. I would like to implement my innovative ideas, skills and creativity for accomplishing the projects.","Python,  Core-Java,  CPP,  SQL"
1557,B.E.,Computer Science Engineering,"['Javascript', 'Python']",['Unknown'],Unknown,Unknown
